Client;Country;Currency;Transaction;Date;SourceFile;SourceFolder
FMNNc;YEMEN;TOP;7274.68090587048;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;MAURITIUS;RUB;136134.0692742817;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;PANAMA;RUB;311081.239456686;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;SWITZERLAND;ZWL;316056.9688416606;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;ZAMBIA;CZK;19209.82762114342;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;COLOMBIA;TWD;134509.8654120284;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;LIBYAN ARAB JAMAHIRIYA;XPF;707420.9910202674;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;SWAZILAND;PLN;19115.77040709084;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;JAMAICA;CAD;6275.164273283631;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;URUGUAY;NOK;67392.46862069226;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;UNITED ARAB EMIRATES;RUB;478774.971226805;2024-12-25;DataTrans_1.csv;25-12-24
FMNNc;BOTSWANA;SCR;27141.44419239158;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;GAMBIA;ARS;855225.4554446447;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;CHILE;ALL;130505.6250264111;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;RWANDA;SYP;2516647.990574886;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;SAUDI ARABIA;MOP;31869.15788069382;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;SAO TOME AND PRINCIPE;BDT;506275.732674978;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;CYPRUS;MRO;1655103.970309606;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;GUATEMALA;NOK;10566.98240955561;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;ARGENTINA;BZD;10501.7564230201;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;QATAR;AWG;246.8618469784497;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;ETHIOPIA;NPR;381850.4636067563;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;FRENCH POLYNESIA;AED;10880.92027853671;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;MADAGASCAR;OMR;1530.741168753084;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;SEYCHELLES;EUR;1306.6537009151;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;SYRIAN ARAB REPUBLIC;VND;40119528.04849875;2024-12-25;DataTrans_1.csv;25-12-24
ABLNV;RUSSIAN FEDERATION;XAF;2808587.109092851;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;LIBYAN ARAB JAMAHIRIYA;PYG;11481745.8132825;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;BOLIVIA;EUR;345.5458110608888;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;MAURITIUS;KES;231355.667538603;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;ICELAND;ANG;922.9723344526687;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;GHANA;SRD;53783.8864066428;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;DENMARK;COP;1250004.859265229;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;MALAYSIA;BND;1727.440130101244;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;TAIWAN, PROVINCE OF CHINA;BBD;2771.439345113766;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;NEPAL;BND;2488.611749649516;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;PERU;CZK;26034.54138557829;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;SAUDI ARABIA;ZWL;949523.2923174888;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;BELIZE;MZN;114006.5776914367;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;IRAQ;BND;3030.807741207807;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;SAUDI ARABIA;INR;159950.4223634556;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;BOLIVIA;NIO;68307.31796626904;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;PERU;PES;393948.162186021;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;VANUATU;AED;1188.810427648193;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;ARUBA;HKD;1301.168969101059;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;HAITI;PHP;23196.11912706856;2024-12-25;DataTrans_1.csv;25-12-24
ILW22;SERBIA;CRC;569465.2805343485;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;KAZAKHSTAN;BWP;114985.5945929089;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;BRUNEI DARUSSALAM;MVR;8714.035170720092;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;RUSSIAN FEDERATION;HRK;84811.31864210311;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;BRAZIL;BHD;1900.86446046929;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;EURO;PAB;7240.915761698628;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;CAPE VERDE;GMD;521930.7646663156;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;BHUTAN;MYR;79324.54463861481;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;QATAR;MAD;86839.25139184037;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;TANZANIA, UNITED REPUBLIC OF;UGX;63710624.35198191;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;GAMBIA;WST;45108.09225303097;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;MALDIVES;GTQ;4128.557868039111;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;URUGUAY;BSD;12820.60870885828;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;MAURITANIA;RON;27750.99257491352;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;BARBADOS;NPR;2047057.65609282;2024-12-25;DataTrans_1.csv;25-12-24
FFbb2;VENEZUELA;DZD;2303504.309224483;2024-12-25;DataTrans_1.csv;25-12-24
DJYbc;NIGERIA;ISK;91759.35784987334;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;KAZAKHSTAN;CNY;24294.60273678648;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;SIERRA LEONE;ISK;224467.6277144617;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;SURINAME;SLL;22082331.33870811;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;TRINIDAD AND TOBAGO;KRW;110063.1210634921;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;PERU;HTG;528109.921070959;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;ANGOLA;LRD;54352.77983028732;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;SERBIA;KZT;360485.4067018356;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;ETHIOPIA;AUD;5433.089961266844;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;FRENCH POLYNESIA;UGX;6683362.664336368;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;KENYA;NAD;19491.05866057161;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;KAZAKHSTAN;NIO;103138.3033711623;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;BARBADOS;BZD;7003.502800174131;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;BANGLADESH;BMD;1080.017738834397;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;GUINEA;OMR;647.7405373333331;2024-12-25;DataTrans_1.csv;25-12-24
FLVWb;EGYPT;EGP;65917.08080606916;2024-12-25;DataTrans_1.csv;25-12-24
AVW33;PARAGUAY;BGN;3612.325606935964;2024-12-25;DataTrans_1.csv;25-12-24
AVW33;VENEZUELA;AZN;9393.019315523905;2024-12-25;DataTrans_1.csv;25-12-24
