Client;Country;Currency;Transaction;Date;SourceFile;SourceFolder
ADDIL;MYANMAR;UAH;573.3925706273739;2024-08-26;DataTrans_1.csv;26-08-24
ADDIL;BARBADOS;JPY;4014.914693012306;2024-08-26;DataTrans_1.csv;26-08-24
ADDIL;CHINA;SGD;1.389621880441553;2024-08-26;DataTrans_1.csv;26-08-24
ADDIL;PARAGUAY;TND;76.40230203241833;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;CROATIA;UAH;89452.20505616137;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;CHILE;DZD;647241.8712486846;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;LAO PEOPLE'S DEMOCRATIC REP;ARS;691896.2943682937;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;SINGAPORE;XCD;8564.438411656236;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;EL SALVADOR;HUF;1344578.226594813;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;CHILE;HUF;1734481.930531566;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;BANGLADESH;TND;12505.64323495786;2024-08-26;DataTrans_1.csv;26-08-24
CLWc3;TURKEY;EUR;-13.74288198379093;2024-08-26;DataTrans_1.csv;26-08-24
AFVVc;SYRIAN ARAB REPUBLIC;PKR;144678.0108085899;2024-08-26;DataTrans_1.csv;26-08-24
AFVVc;AUSTRALIA;TOP;2972.588334091854;2024-08-26;DataTrans_1.csv;26-08-24
AFVVc;RUSSIAN FEDERATION;CVE;136123.2172483538;2024-08-26;DataTrans_1.csv;26-08-24
VXYZZ;MACAU;MUR;84116.94270200873;2024-08-26;DataTrans_1.csv;26-08-24
VXYZZ;MADAGASCAR;ETB;78698.37464257852;2024-08-26;DataTrans_1.csv;26-08-24
VXYZZ;TURKEY;DZD;209524.1070936379;2024-08-26;DataTrans_1.csv;26-08-24
VXYZZ;SAO TOME AND PRINCIPE;NOK;6967.356028123017;2024-08-26;DataTrans_1.csv;26-08-24
VXYZZ;DOMINICA;SLL;16941859.61017889;2024-08-26;DataTrans_1.csv;26-08-24
VXYZZ;ICELAND;ARS;316926.8712016838;2024-08-26;DataTrans_1.csv;26-08-24
VXYZZ;BERMUDA;VND;30811048.43824054;2024-08-26;DataTrans_1.csv;26-08-24
CCFb3;NETHERLANDS ANTILLES;AWG;2710.523657086372;2024-08-26;DataTrans_1.csv;26-08-24
CCFb3;EURO;SCR;12309.81689030415;2024-08-26;DataTrans_1.csv;26-08-24
CCFb3;BARBADOS;SRD;17973.15599211577;2024-08-26;DataTrans_1.csv;26-08-24
CCFb3;BARBADOS;BSD;2114.422672814678;2024-08-26;DataTrans_1.csv;26-08-24
CCFb3;VENEZUELA;HTG;77512.81294345928;2024-08-26;DataTrans_1.csv;26-08-24
CCFb3;TRINIDAD AND TOBAGO;BDT;120787.5613316646;2024-08-26;DataTrans_1.csv;26-08-24
CCFb3;CAPE VERDE;CYP;300.9045717244762;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;VANUATU;BIF;25417749.38828895;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;TUNISIA;IQD;31038191.27862582;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;HAITI;CYP;13137.0171477682;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;ICELAND;SZL;328892.8218699345;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;SAMOA;SOS;8170322.448141944;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;BELIZE;NZD;20746.86784180898;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;SWITZERLAND;KZT;9192232.127122007;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;MALAYSIA;THB;48083.07763120141;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;LAO PEOPLE'S DEMOCRATIC REP;TZS;61778041.91117417;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;LIBYAN ARAB JAMAHIRIYA;PGK;11252.36215575289;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;BAHRAIN;LAK;33093314.92518263;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;DOMINICAN REPUBLIC;FJD;44360.44482784306;2024-08-26;DataTrans_1.csv;26-08-24
AHYb2;DOMINICAN REPUBLIC;MWK;3374365.279312564;2024-08-26;DataTrans_1.csv;26-08-24
EIZc3;RUSSIAN FEDERATION;QAR;23299.9202122709;2024-08-26;DataTrans_1.csv;26-08-24
EIZc3;INDIA;LAK;49003831.88723614;2024-08-26;DataTrans_1.csv;26-08-24
EIZc3;ALGERIA;YER;2514173.014398959;2024-08-26;DataTrans_1.csv;26-08-24
EIZc3;SRI LANKA;MYR;28701.87900692163;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;PAKISTAN;ILS;4695.663463069105;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;GUYANA;BMD;2042.327839158769;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;SUDAN;CLP;890731.5943881971;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;ISRAEL;KZT;87125.17388970967;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;PERU;CLP;1332717.227196368;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;AZERBAIJAN;HUF;248903.1321400748;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;BELARUS;ARS;298803.9284739552;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;UGANDA;UYU;19287.9794783624;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;ZIMBABWE;MOP;1934.845822221216;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;AZERBAIJAN;AED;3101.352740100863;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;BELIZE;MMK;2397719.328486129;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;GHANA;KWD;475.3788334235117;2024-08-26;DataTrans_1.csv;26-08-24
AJWY3;BELARUS;FJD;2381.892388168729;2024-08-26;DataTrans_1.csv;26-08-24
BBCCZ;AZERBAIJAN;EUR;5542.256996917555;2024-08-26;DataTrans_1.csv;26-08-24
BBCCZ;GAMBIA;HNL;243591.9006155163;2024-08-26;DataTrans_1.csv;26-08-24
BBCCZ;JAPAN;PHP;241418.5032472674;2024-08-26;DataTrans_1.csv;26-08-24
BBCCZ;PARAGUAY;TZS;6739801.404483226;2024-08-26;DataTrans_1.csv;26-08-24
