Client;Country;Currency;Transaction;Date;SourceFile;SourceFolder
DHIXZ;BELIZE;TND;47858.94870912392;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;LEBANON;MAD;112093.25290144644;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;HONDURAS;TND;17112.937852748724;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;IRAN (ISLAMIC REPUBLIC OF);XCD;36172.33980911498;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;BAHRAIN;BIF;31898729.355428793;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;ARUBA;CHF;6964.789624435613;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;BELARUS;JMD;476112.3409188547;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;ISRAEL;SGD;23012.065185982017;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;NAMIBIA;SVC;121439.49137242716;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;MACAU;PHP;449046.1507043926;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;DJIBOUTI;VUV;1585572.2423647828;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;QATAR;CAD;8843.093844782528;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;CHINA;CNY;118043.15162792036;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;LATVIA;MMK;21960097.470180444;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;RUSSIAN FEDERATION;LYD;36654.87805485104;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;BAHAMAS;IDR;222156067.02699855;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;BELIZE;SAR;54720.67223674125;2024-06-27;DataTrans_1.csv;27-06-24
DHIXZ;SINGAPORE;MUR;586876.0256676002;2024-06-27;DataTrans_1.csv;27-06-24
FFWZ3;GAMBIA;PHP;699391.8233013331;2024-06-27;DataTrans_1.csv;27-06-24
FFWZ3;SOUTH AFRICA;BHD;15040.934377687536;2024-06-27;DataTrans_1.csv;27-06-24
FFWZ3;BERMUDA;BMD;17631.42261537361;2024-06-27;DataTrans_1.csv;27-06-24
FFWZ3;SUDAN;SEK;138024.34806585818;2024-06-27;DataTrans_1.csv;27-06-24
FFWZ3;CAMBODIA;SZL;91460.93929806411;2024-06-27;DataTrans_1.csv;27-06-24
