Client;Country;Currency;Transaction;Date;SourceFile;SourceFolder
MXY11;KOREA, REPUBLIC OF;MOP;345127.8777957611;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;SYRIAN ARAB REPUBLIC;NOK;7125.689426982483;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;EURO;BOB;245047.88192407612;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;DOMINICAN REPUBLIC;LKR;9968657.257793564;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;GHANA;PEN;147738.8469675801;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;PAKISTAN;HNL;1263509.095742182;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;SINGAPORE;MXN;622919.2574360407;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;RWANDA;PLN;221595.05852069057;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;BRUNEI DARUSSALAM;XCD;132789.23778387014;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;BOTSWANA;VES;1167896.0781667363;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;HAITI;SAR;73354.40901013817;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;SYRIAN ARAB REPUBLIC;HKD;335833.4527018843;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;LIBYAN ARAB JAMAHIRIYA;CHF;8858.2780637018;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;NIGERIA;TOP;125509.87607756288;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;YEMEN;MZN;2520650.36780524;2024-01-11;DataTrans_1.csv;11-01-24
MXY11;MAURITANIA;TZS;22191528.146518268;2024-01-11;DataTrans_1.csv;11-01-24
IXYc2;PARAGUAY;NZD;17300.568081402398;2024-01-11;DataTrans_1.csv;11-01-24
IXYc2;KUWAIT;PGK;37403.45385509802;2024-01-11;DataTrans_1.csv;11-01-24
IXYc2;PERU;MZN;326833.96489399706;2024-01-11;DataTrans_1.csv;11-01-24
IXYc2;DJIBOUTI;FJD;14316.6878767137;2024-01-11;DataTrans_1.csv;11-01-24
IXYc2;BAHAMAS;SBD;8840.003430007508;2024-01-11;DataTrans_1.csv;11-01-24
