Client;Country;Currency;Transaction;Date;SourceFile;SourceFolder
FFIVV;EURO;DOP;675853.9624936188;2024-11-29;DataTrans_1.csv;29-11-24
FFIVV;DOMINICAN REPUBLIC;WST;47186.027413701464;2024-11-29;DataTrans_1.csv;29-11-24
FFIVV;POLAND;DZD;41731.214336901765;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;URUGUAY;INR;31957.70275864645;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;HAITI;INR;24142.591811304726;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;TAIWAN, PROVINCE OF CHINA;BBD;5065.254539788584;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;EL SALVADOR;JPY;49898.758108166585;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;ICELAND;SGD;1998.5668149959588;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;BOTSWANA;VES;20163.047659809512;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;PAPUA NEW GUINEA;BHD;1337.4800016264633;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;NORWAY;THB;33731.96006213765;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;ZIMBABWE;COP;9637117.081658026;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;BANGLADESH;EUR;3465.367128846663;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;ZIMBABWE;BWP;-318.9078223960271;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;AZERBAIJAN;KWD;1000.3570035179288;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;DJIBOUTI;KES;330194.1444871499;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;VENEZUELA;NIO;14080.9656434038;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;CHINA;MUR;91639.109068167;2024-11-29;DataTrans_1.csv;29-11-24
FFJMW;ZIMBABWE;VUV;243432.04188798;2024-11-29;DataTrans_1.csv;29-11-24
CNVYZ;BRUNEI DARUSSALAM;GTQ;44878.91571172414;2024-11-29;DataTrans_1.csv;29-11-24
CNVYZ;THAILAND;BMD;8528.160587912314;2024-11-29;DataTrans_1.csv;29-11-24
CNVYZ;ZAMBIA;NZD;36003.54312625684;2024-11-29;DataTrans_1.csv;29-11-24
CNVYZ;SYRIAN ARAB REPUBLIC;RON;40151.84272516928;2024-11-29;DataTrans_1.csv;29-11-24
CNVYZ;TUNISIA;HNL;39432.95974568867;2024-11-29;DataTrans_1.csv;29-11-24
CNVYZ;BELIZE;ZWL;7469294.328037484;2024-11-29;DataTrans_1.csv;29-11-24
